Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,156.04,157.03,153.95,155.62,151.79,356500
2019-01-02,154.28,157.25,153.84,156.3,152.45,602500
2019-01-03,151.19,152.22,147.38,147.68,144.04,1078600
2019-01-04,150.65,154.96,150.04,154.07,150.28,589500
2019-01-07,156.5,159.26,155.82,157.59,153.71,971900
2019-01-08,158.5,158.77,155.55,156.43,152.58,531700
2019-01-09,161.9,163.63,160.97,162.92,158.91,779900
2019-01-10,161.29,163.05,160.51,162.61,158.61,1028100
2019-01-11,161.5,163.37,160.87,162.02,158.03,639600
2019-01-14,160.1,160.35,158.26,158.69,154.78,680200
2019-01-15,158.92,160.89,158.28,159.23,155.31,482700
2019-01-16,159.17,159.39,157.19,157.28,153.41,537600
2019-01-17,155.78,158.63,155.22,157.54,153.66,953000
2019-01-18,159.18,164.01,158.86,162.7,158.69,1664700
2019-01-22,160.9,161.0,157.97,159.5,155.57,968500
2019-01-23,163.33,164.05,160.66,162.12,158.13,1458900
2019-01-24,167.53,169.54,167.29,168.9,164.74,1385700
2019-01-25,173.21,176.84,172.63,176.66,172.31,1352900
2019-01-28,171.74,175.43,171.24,174.15,169.86,2261100
2019-01-29,174.44,174.78,172.33,174.61,170.31,966800
2019-01-30,175.15,177.59,173.74,177.19,172.83,687600
2019-01-31,174.71,176.51,174.26,175.03,170.72,562100
2019-02-01,176.79,178.63,176.18,178.41,174.02,795000
2019-02-04,178.43,179.72,177.86,179.56,175.14,543000
2019-02-05,179.81,182.13,179.56,181.61,177.14,650800
2019-02-06,184.05,187.05,184.02,186.86,182.26,1554900
2019-02-07,183.56,184.01,180.31,181.1,176.64,1474500
2019-02-08,178.11,181.57,177.84,181.07,176.61,633100
2019-02-11,179.42,179.89,178.07,178.52,174.12,653300
2019-02-12,180.32,183.26,180.32,182.79,178.29,901600
2019-02-13,182.62,183.6,182.09,182.31,177.82,653800
2019-02-14,183.18,184.87,182.66,184.33,179.79,1060100
2019-02-15,185.09,185.1,183.5,184.37,179.83,824400
2019-02-19,180.94,183.6,180.93,182.46,177.97,900500
2019-02-20,181.87,184.27,181.81,183.85,179.32,600400
2019-02-21,181.81,183.29,181.14,182.53,178.04,712700
2019-02-22,184.31,185.13,183.31,184.89,180.34,495600
2019-02-25,187.8,188.27,186.29,186.99,182.39,737200
2019-02-26,185.31,186.47,184.69,185.36,180.8,660600
2019-02-27,185.13,185.13,182.27,184.12,179.59,387900
2019-02-28,183.32,183.86,182.57,182.87,178.37,318500
2019-03-01,184.41,185.27,183.16,185.11,180.55,389800
2019-03-04,185.36,186.73,183.56,185.66,181.09,558300
2019-03-05,184.65,185.78,184.15,184.53,179.99,258700
2019-03-06,184.3,184.38,181.04,181.16,176.7,499300
2019-03-07,180.13,180.15,176.93,177.52,173.15,648300
2019-03-08,175.96,178.97,175.57,178.84,174.44,415700
2019-03-11,178.34,182.1,178.31,181.09,176.63,609900
2019-03-12,182.0,183.53,180.81,182.51,178.02,509000
2019-03-13,183.75,183.99,182.39,182.53,178.04,418500
2019-03-14,183.25,184.28,182.73,183.29,178.78,524100
2019-03-15,187.64,192.96,187.61,192.81,188.06,1445100
2019-03-18,190.53,191.43,189.38,190.64,185.95,589500
2019-03-19,191.59,192.55,189.39,190.81,186.11,683400
2019-03-20,190.49,192.69,188.39,191.14,186.43,584100
2019-03-21,189.95,195.46,189.94,194.36,189.57,770100
2019-03-22,191.36,191.89,187.45,187.75,183.13,937000
2019-03-25,186.33,187.94,185.18,186.33,181.74,1028700
2019-03-26,186.19,187.95,186.07,187.29,182.68,414800
2019-03-27,187.13,187.96,183.1,184.06,179.53,786700
2019-03-28,183.6,184.97,182.77,184.2,179.66,312100
