Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,18.15,18.51,17.85,18.46,18.46,84732200
2019-01-02,18.01,19.0,17.98,18.83,18.83,87148700
2019-01-03,18.42,18.68,16.94,17.05,17.05,117277600
2019-01-04,17.55,19.07,17.43,19.0,19.0,111878600
2019-01-07,19.44,20.68,19.0,20.57,20.57,107157000
2019-01-08,21.19,21.2,19.68,20.75,20.75,121271000
2019-01-09,20.89,21.44,20.07,20.19,20.19,163944100
2019-01-10,19.76,19.83,18.9,19.74,19.74,115629400
2019-01-11,19.47,20.35,19.19,20.27,20.27,85110800
2019-01-14,19.96,20.62,19.75,20.23,20.23,71350200
2019-01-15,20.44,20.68,20.26,20.38,20.38,62785800
2019-01-16,20.4,20.54,19.71,19.73,19.73,70849300
2019-01-17,19.49,20.51,19.02,20.25,20.25,85018400
2019-01-18,20.37,21.05,20.02,20.77,20.77,88131000
2019-01-22,20.48,20.92,19.7,19.76,19.76,78513700
2019-01-23,20.03,20.48,19.55,19.8,19.8,77811300
2019-01-24,20.06,21.01,20.04,20.85,20.85,97433400
2019-01-25,20.99,22.03,20.79,21.93,21.93,110239500
2019-01-28,20.32,21.01,20.02,20.18,20.18,135164100
2019-01-29,20.26,20.39,19.05,19.25,19.25,131202500
2019-01-30,21.49,23.13,21.37,23.09,23.09,211421200
2019-01-31,23.02,25.14,22.83,24.41,24.41,182575600
2019-02-01,24.61,24.84,24.07,24.51,24.51,105356200
2019-02-04,24.43,24.66,24.07,24.13,24.13,70843800
2019-02-05,23.42,23.86,22.98,23.31,23.31,122226000
2019-02-06,23.63,24.14,23.22,23.26,23.26,78684300
2019-02-07,22.99,23.22,22.32,22.67,22.67,86723900
2019-02-08,22.33,23.28,22.27,23.05,23.05,78129300
2019-02-11,23.05,23.28,22.66,22.96,22.96,60578700
2019-02-12,23.43,23.56,22.75,22.82,22.82,67595400
2019-02-13,22.98,23.24,22.71,22.85,22.85,57544200
2019-02-14,22.74,23.37,22.59,23.13,23.13,64441200
2019-02-15,23.58,24.05,23.2,23.68,23.68,78644100
2019-02-19,23.63,24.41,23.61,23.95,23.95,57517900
2019-02-20,24.14,24.37,23.9,23.95,23.95,57091600
2019-02-21,24.04,24.33,23.85,23.92,23.92,49608200
2019-02-22,24.05,24.36,23.88,24.36,24.36,52650700
2019-02-25,25.01,25.52,24.68,24.71,24.71,63221000
2019-02-26,24.65,24.72,24.15,24.21,24.21,48470100
2019-02-27,24.11,24.23,23.21,23.48,23.48,62649300
